spec_version,base_model,bridge_scheme,delta,average_percentile_rank_displacement_pp,epsilon,feasible,solver_status_code,solver_message,crosscheck_method,crosscheck_feasible,crosscheck_status_code,classification_agrees,max_scenario_sum_residual,max_class_positive_mass_residual,max_overlap_capacity_excess,max_transport_row_margin_residual,max_transport_column_margin_residual,max_positive_transport_capacity_excess,max_nta_rank_positive_margin_residual,transport_cost_at_one_feasible_solution,rank_displacement_budget_excess,max_rank_bridge_gap_at_one_feasible_solution,max_rank_bridge_inequality_excess,minimum_decision_variable,numpy_version,scipy_version,solver_method,scientific_status,historical_v6_restricted_lp_reproduced,p1c13_v1_modified,p1c14_v2_modified,p1c15_v3_modified
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0,0,0.25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,0,0,0,6.93889390391e-18,0,0,0.25,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0,0,0.275,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,1.11022302463e-16,0,0,0,0,0,6.93889390391e-18,0,0,0.275,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0,0,0.3,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,0,0,0,6.93889390391e-18,0,0,0.3,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.025,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.05,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.075,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.1,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,6.93889390391e-18,0,0.25,0,0.1,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.125,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,0,0.25,0,0.125,1.11022302463e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,0,0.25,1.11022302463e-16,0.15,1.38777878078e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.175,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.25,0,0.175,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.2,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,6.93889390391e-18,0.25,0,0.2,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.225,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,0,0.25,0,0.225,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,0,0.25,1.11022302463e-16,0.25,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.275,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.25,0,0.275,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.25,2.5,0.3,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,6.93889390391e-18,0.25,0,0.3,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.025,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.05,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.075,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.1,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,5.55111512313e-17,0,6.93889390391e-18,0.5,0,0.1,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.125,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,0,3.46944695195e-18,1.73472347598e-18,0.5,1.11022302463e-16,0.125,1.11022302463e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,0,0.5,0,0.15,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.175,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,2.77555756156e-17,2.77555756156e-17,0,6.93889390391e-18,0.5,1.11022302463e-16,0.175,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.2,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,6.93889390391e-18,0.5,0,0.2,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.225,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,0,0.5,0,0.225,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,0,0.5,0,0.25,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.275,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,0,0.5,0,0.275,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,0.5,5,0.3,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.5,0,0.3,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.025,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.05,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.075,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.1,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,0,0,0,6.93889390391e-18,0.587447304741,0,0.1,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.125,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,1.38777878078e-17,1.38777878078e-17,0,6.93889390391e-18,0.589132831423,0,0.125,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.576375431095,0,0.15,1.38777878078e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.175,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,0,0.667227881866,0,0.175,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.2,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.818138960821,0,0.2,1.66533453694e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.225,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,6.93889390391e-18,1,0,0.225,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,6.93889390391e-18,1,0,0.25,1.11022302463e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.275,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,2.77555756156e-17,0,0,1,0,0.275,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,1,10,0.3,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,0,0,6.93889390391e-18,1,0,0.3,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.025,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.05,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.075,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.1,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,0,0,0,6.93889390391e-18,0.587447304741,0,0.1,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.125,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,2.22044604925e-16,0,0,1.38777878078e-17,1.38777878078e-17,0,6.93889390391e-18,0.589132831423,0,0.125,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.15,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,0.576375431095,0,0.15,1.38777878078e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.175,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,1.38777878078e-17,1.38777878078e-17,0,0,0.667227881866,0,0.175,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.2,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,0,0.818138960821,0,0.2,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.225,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,2.77555756156e-17,0,6.93889390391e-18,1.00750293846,0,0.225,2.77555756156e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.25,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,1.38777878078e-17,0,6.93889390391e-18,1.13158075907,0,0.25,1.11022302463e-16,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.275,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,6.93889390391e-18,1.17800269631,0,0.275,0,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,2,20,0.3,True,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),highs-ipm,True,0,True,0,0,0,0,0,0,6.93889390391e-18,1.23058201438,0,0.3,5.55111512313e-17,0,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,3,30,0,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,3,30,0.025,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
rank_epsilon_surface_v4,rank_bridge_lp_v3,rank_transport_budget_fixed_epsilon_surface,3,30,0.05,False,2,The problem is infeasible. (HiGHS Status 8: model_status is Infeasible; primal_status is None),highs-ipm,False,2,True,,,,,,,,,,,,,2.5.3,1.18.1,highs-ds,MODEL_CONTINGENT_RANK_EPSILON_SURFACE,False,False,False,False
